Country 1,Confirmed Cases:,Daily Delta:,|,Country 2,Confirmed Cases:,Daily Delta:
Madagascar,39,,|,congo-kinshasa,1,-222
Madagascar,43,4,|,congo-kinshasa,1,0
Madagascar,57,14,|,congo-kinshasa,2,1
Madagascar,57,0,|,congo-kinshasa,2,0
Madagascar,59,2,|,congo-kinshasa,2,0
Madagascar,70,11,|,congo-kinshasa,2,0
Madagascar,70,0,|,congo-kinshasa,3,1
Madagascar,72,2,|,congo-kinshasa,4,1
Madagascar,82,10,|,congo-kinshasa,14,10
Madagascar,88,6,|,congo-kinshasa,18,4
Madagascar,93,5,|,congo-kinshasa,23,5
Madagascar,93,0,|,congo-kinshasa,30,7
Madagascar,93,0,|,congo-kinshasa,36,6
Madagascar,,,|,congo-kinshasa,45,9
Madagascar,,,|,congo-kinshasa,48,3
Madagascar,,,|,congo-kinshasa,51,3
Madagascar,,,|,congo-kinshasa,51,0
Madagascar,,,|,congo-kinshasa,65,14
Madagascar,,,|,congo-kinshasa,65,0
Madagascar,,,|,congo-kinshasa,81,16
Madagascar,,,|,congo-kinshasa,98,17
Madagascar,,,|,congo-kinshasa,109,11
Madagascar,,,|,congo-kinshasa,134,25
Madagascar,,,|,congo-kinshasa,134,0
Madagascar,,,|,congo-kinshasa,154,20
Madagascar,,,|,congo-kinshasa,154,0
Madagascar,,,|,congo-kinshasa,161,7
Madagascar,,,|,congo-kinshasa,180,19
Madagascar,,,|,congo-kinshasa,180,0
Madagascar,,,|,congo-kinshasa,180,0
Madagascar,,,|,congo-kinshasa,215,35
Madagascar,,,|,congo-kinshasa,223,8
