Country 1,Confirmed Cases:,Daily Delta:,|,Country 2,Confirmed Cases:,Daily Delta:
Netherlands,38,,|,brazil,1,-20726
Netherlands,82,44,|,brazil,1,0
Netherlands,128,46,|,brazil,1,0
Netherlands,188,60,|,brazil,2,1
Netherlands,265,77,|,brazil,2,0
Netherlands,321,56,|,brazil,2,0
Netherlands,382,61,|,brazil,2,0
Netherlands,503,121,|,brazil,4,2
Netherlands,503,0,|,brazil,4,0
Netherlands,806,303,|,brazil,13,9
Netherlands,962,156,|,brazil,13,0
Netherlands,1138,176,|,brazil,20,7
Netherlands,1416,278,|,brazil,25,5
Netherlands,1711,295,|,brazil,31,6
Netherlands,2058,347,|,brazil,38,7
Netherlands,2467,409,|,brazil,52,14
Netherlands,3003,536,|,brazil,151,99
Netherlands,3640,637,|,brazil,151,0
Netherlands,4217,577,|,brazil,162,11
Netherlands,4764,547,|,brazil,200,38
Netherlands,5580,816,|,brazil,321,121
Netherlands,6438,858,|,brazil,372,51
Netherlands,7468,1030,|,brazil,621,249
Netherlands,8647,1179,|,brazil,793,172
Netherlands,9819,1172,|,brazil,1021,228
Netherlands,10930,1111,|,brazil,1546,525
Netherlands,11817,887,|,brazil,1924,378
Netherlands,12667,850,|,brazil,2247,323
Netherlands,13696,1029,|,brazil,2554,307
Netherlands,14788,1092,|,brazil,2985,431
Netherlands,15821,1033,|,brazil,3417,432
Netherlands,16727,906,|,brazil,3904,487
Netherlands,17953,1226,|,brazil,4256,352
Netherlands,18926,973,|,brazil,4579,323
Netherlands,19709,783,|,brazil,5717,1138
Netherlands,20682,973,|,brazil,6836,1119
Netherlands,21903,1221,|,brazil,8044,1208
Netherlands,23249,1346,|,brazil,9056,1012
Netherlands,,,|,brazil,10360,1304
Netherlands,,,|,brazil,11130,770
Netherlands,,,|,brazil,12161,1031
Netherlands,,,|,brazil,14034,1873
Netherlands,,,|,brazil,16170,2136
Netherlands,,,|,brazil,18092,1922
Netherlands,,,|,brazil,19638,1546
Netherlands,,,|,brazil,20727,1089
