Country 1,Confirmed Cases:,Daily Delta:,|,Country 2,Confirmed Cases:,Daily Delta:
Chile,201,,|,austria,2,-13804
Chile,238,37,|,austria,2,0
Chile,238,0,|,austria,3,1
Chile,434,196,|,austria,3,0
Chile,537,103,|,austria,9,6
Chile,632,95,|,austria,14,5
Chile,746,114,|,austria,18,4
Chile,922,176,|,austria,21,3
Chile,1142,220,|,austria,29,8
Chile,1306,164,|,austria,41,12
Chile,1610,304,|,austria,55,14
Chile,1909,299,|,austria,79,24
Chile,2139,230,|,austria,104,25
Chile,2449,310,|,austria,131,27
Chile,2738,289,|,austria,182,51
Chile,3031,293,|,austria,246,64
Chile,3404,373,|,austria,302,56
Chile,3737,333,|,austria,504,202
Chile,4161,424,|,austria,655,151
Chile,4471,310,|,austria,860,205
Chile,4815,344,|,austria,1018,158
Chile,5116,301,|,austria,1332,314
Chile,5546,430,|,austria,1646,314
Chile,5972,426,|,austria,2013,367
Chile,6501,529,|,austria,2388,375
Chile,,,|,austria,2814,426
Chile,,,|,austria,3582,768
Chile,,,|,austria,4474,892
Chile,,,|,austria,5283,809
Chile,,,|,austria,5588,305
Chile,,,|,austria,6909,1321
Chile,,,|,austria,7657,748
Chile,,,|,austria,8271,614
Chile,,,|,austria,8788,517
Chile,,,|,austria,9618,830
Chile,,,|,austria,10180,562
Chile,,,|,austria,10711,531
Chile,,,|,austria,11129,418
Chile,,,|,austria,11524,395
Chile,,,|,austria,11781,257
Chile,,,|,austria,12051,270
Chile,,,|,austria,12297,246
Chile,,,|,austria,12639,342
Chile,,,|,austria,12942,303
Chile,,,|,austria,13244,302
Chile,,,|,austria,13555,311
Chile,,,|,austria,13806,251
