Country 1,Confirmed Cases:,Daily Delta:,|,Country 2,Confirmed Cases:,Daily Delta:
Romania,184,,|,austria,2,-13804
Romania,260,76,|,austria,2,0
Romania,277,17,|,austria,3,1
Romania,308,31,|,austria,3,0
Romania,367,59,|,austria,9,6
Romania,433,66,|,austria,14,5
Romania,576,143,|,austria,18,4
Romania,794,218,|,austria,21,3
Romania,906,112,|,austria,29,8
Romania,1029,123,|,austria,41,12
Romania,1292,263,|,austria,55,14
Romania,1452,160,|,austria,79,24
Romania,1815,363,|,austria,104,25
Romania,2109,294,|,austria,131,27
Romania,2245,136,|,austria,182,51
Romania,2460,215,|,austria,246,64
Romania,2738,278,|,austria,302,56
Romania,3183,445,|,austria,504,202
Romania,3613,430,|,austria,655,151
Romania,3864,251,|,austria,860,205
Romania,4057,193,|,austria,1018,158
Romania,4417,360,|,austria,1332,314
Romania,4761,344,|,austria,1646,314
Romania,5202,441,|,austria,2013,367
Romania,5467,265,|,austria,2388,375
Romania,,,|,austria,2814,426
Romania,,,|,austria,3582,768
Romania,,,|,austria,4474,892
Romania,,,|,austria,5283,809
Romania,,,|,austria,5588,305
Romania,,,|,austria,6909,1321
Romania,,,|,austria,7657,748
Romania,,,|,austria,8271,614
Romania,,,|,austria,8788,517
Romania,,,|,austria,9618,830
Romania,,,|,austria,10180,562
Romania,,,|,austria,10711,531
Romania,,,|,austria,11129,418
Romania,,,|,austria,11524,395
Romania,,,|,austria,11781,257
Romania,,,|,austria,12051,270
Romania,,,|,austria,12297,246
Romania,,,|,austria,12639,342
Romania,,,|,austria,12942,303
Romania,,,|,austria,13244,302
Romania,,,|,austria,13555,311
Romania,,,|,austria,13806,251
