Country 1,Confirmed Cases:,Daily Delta:,|,Country 2,Confirmed Cases:,Daily Delta:
Trinidad and Tobago,5,,|,sudan,1,-18
Trinidad and Tobago,7,2,|,sudan,1,0
Trinidad and Tobago,9,2,|,sudan,1,0
Trinidad and Tobago,9,0,|,sudan,1,0
Trinidad and Tobago,49,40,|,sudan,1,0
Trinidad and Tobago,50,1,|,sudan,2,1
Trinidad and Tobago,51,1,|,sudan,2,0
Trinidad and Tobago,57,6,|,sudan,2,0
Trinidad and Tobago,60,3,|,sudan,2,0
Trinidad and Tobago,65,5,|,sudan,2,0
Trinidad and Tobago,66,1,|,sudan,2,0
Trinidad and Tobago,74,8,|,sudan,3,1
Trinidad and Tobago,78,4,|,sudan,3,0
Trinidad and Tobago,82,4,|,sudan,3,0
Trinidad and Tobago,87,5,|,sudan,3,0
Trinidad and Tobago,90,3,|,sudan,5,2
Trinidad and Tobago,94,4,|,sudan,6,1
Trinidad and Tobago,98,4,|,sudan,6,0
Trinidad and Tobago,103,5,|,sudan,7,1
Trinidad and Tobago,104,1,|,sudan,7,0
Trinidad and Tobago,105,1,|,sudan,8,1
Trinidad and Tobago,107,2,|,sudan,10,2
Trinidad and Tobago,107,0,|,sudan,10,0
Trinidad and Tobago,109,2,|,sudan,12,2
Trinidad and Tobago,109,0,|,sudan,12,0
Trinidad and Tobago,,,|,sudan,14,2
Trinidad and Tobago,,,|,sudan,14,0
Trinidad and Tobago,,,|,sudan,15,1
Trinidad and Tobago,,,|,sudan,17,2
Trinidad and Tobago,,,|,sudan,19,2
