Country 1,Confirmed Cases:,Daily Delta:,|,Country 2,Confirmed Cases:,Daily Delta:
"Macedonia, Republic of",14,,|,cuba,3,-617
"Macedonia, Republic of",14,0,|,cuba,4,1
"Macedonia, Republic of",18,4,|,cuba,4,0
"Macedonia, Republic of",26,8,|,cuba,4,0
"Macedonia, Republic of",35,9,|,cuba,4,0
"Macedonia, Republic of",48,13,|,cuba,5,1
"Macedonia, Republic of",67,19,|,cuba,7,2
"Macedonia, Republic of",85,18,|,cuba,11,4
"Macedonia, Republic of",115,30,|,cuba,16,5
"Macedonia, Republic of",136,21,|,cuba,21,5
"Macedonia, Republic of",148,12,|,cuba,35,14
"Macedonia, Republic of",177,29,|,cuba,40,5
"Macedonia, Republic of",201,24,|,cuba,48,8
"Macedonia, Republic of",219,18,|,cuba,57,9
"Macedonia, Republic of",241,22,|,cuba,67,10
"Macedonia, Republic of",259,18,|,cuba,80,13
"Macedonia, Republic of",285,26,|,cuba,119,39
"Macedonia, Republic of",329,44,|,cuba,139,20
"Macedonia, Republic of",354,25,|,cuba,170,31
"Macedonia, Republic of",384,30,|,cuba,186,16
"Macedonia, Republic of",430,46,|,cuba,212,26
"Macedonia, Republic of",483,53,|,cuba,233,21
"Macedonia, Republic of",555,72,|,cuba,269,36
"Macedonia, Republic of",570,15,|,cuba,288,19
"Macedonia, Republic of",599,29,|,cuba,320,32
"Macedonia, Republic of",617,18,|,cuba,350,30
"Macedonia, Republic of",663,46,|,cuba,396,46
"Macedonia, Republic of",711,48,|,cuba,457,61
"Macedonia, Republic of",,,|,cuba,515,58
"Macedonia, Republic of",,,|,cuba,564,49
"Macedonia, Republic of",,,|,cuba,620,56
