Country 1,Confirmed Cases:,Daily Delta:,|,Country 2,Confirmed Cases:,Daily Delta:
"Macedonia, Republic of",67,,|,mexico,1,-3843
"Macedonia, Republic of",85,18,|,mexico,4,3
"Macedonia, Republic of",115,30,|,mexico,5,1
"Macedonia, Republic of",136,21,|,mexico,5,0
"Macedonia, Republic of",148,12,|,mexico,5,0
"Macedonia, Republic of",177,29,|,mexico,5,0
"Macedonia, Republic of",201,24,|,mexico,5,0
"Macedonia, Republic of",219,18,|,mexico,6,1
"Macedonia, Republic of",241,22,|,mexico,6,0
"Macedonia, Republic of",259,18,|,mexico,7,1
"Macedonia, Republic of",285,26,|,mexico,7,0
"Macedonia, Republic of",329,44,|,mexico,7,0
"Macedonia, Republic of",354,25,|,mexico,8,1
"Macedonia, Republic of",384,30,|,mexico,12,4
"Macedonia, Republic of",430,46,|,mexico,12,0
"Macedonia, Republic of",483,53,|,mexico,26,14
"Macedonia, Republic of",555,72,|,mexico,41,15
"Macedonia, Republic of",570,15,|,mexico,53,12
"Macedonia, Republic of",599,29,|,mexico,82,29
"Macedonia, Republic of",617,18,|,mexico,93,11
"Macedonia, Republic of",663,46,|,mexico,118,25
"Macedonia, Republic of",711,48,|,mexico,164,46
"Macedonia, Republic of",,,|,mexico,203,39
"Macedonia, Republic of",,,|,mexico,251,48
"Macedonia, Republic of",,,|,mexico,316,65
"Macedonia, Republic of",,,|,mexico,367,51
"Macedonia, Republic of",,,|,mexico,405,38
"Macedonia, Republic of",,,|,mexico,475,70
"Macedonia, Republic of",,,|,mexico,585,110
"Macedonia, Republic of",,,|,mexico,717,132
"Macedonia, Republic of",,,|,mexico,848,131
"Macedonia, Republic of",,,|,mexico,993,145
"Macedonia, Republic of",,,|,mexico,1094,101
"Macedonia, Republic of",,,|,mexico,1215,121
"Macedonia, Republic of",,,|,mexico,1378,163
"Macedonia, Republic of",,,|,mexico,1510,132
"Macedonia, Republic of",,,|,mexico,1688,178
"Macedonia, Republic of",,,|,mexico,1890,202
"Macedonia, Republic of",,,|,mexico,2143,253
"Macedonia, Republic of",,,|,mexico,2439,296
"Macedonia, Republic of",,,|,mexico,2785,346
"Macedonia, Republic of",,,|,mexico,3181,396
"Macedonia, Republic of",,,|,mexico,3441,260
"Macedonia, Republic of",,,|,mexico,3844,403
