Country 1,Confirmed Cases:,Daily Delta:,|,Country 2,Confirmed Cases:,Daily Delta:
Chad,5,,|,myanmar,8,-30
Chad,7,2,|,myanmar,8,0
Chad,7,0,|,myanmar,10,2
Chad,8,1,|,myanmar,14,4
Chad,8,0,|,myanmar,15,1
Chad,9,1,|,myanmar,15,0
Chad,9,0,|,myanmar,20,5
Chad,9,0,|,myanmar,20,0
Chad,10,1,|,myanmar,21,1
Chad,10,0,|,myanmar,21,0
Chad,11,1,|,myanmar,22,1
Chad,11,0,|,myanmar,22,0
Chad,,,|,myanmar,22,0
Chad,,,|,myanmar,23,1
Chad,,,|,myanmar,27,4
Chad,,,|,myanmar,38,11
