Country 1,Confirmed Cases:,Daily Delta:,|,Country 2,Confirmed Cases:,Daily Delta:
Cuba,48,,|,kazakhstan,4,-861
Cuba,57,9,|,kazakhstan,6,2
Cuba,67,10,|,kazakhstan,9,3
Cuba,80,13,|,kazakhstan,10,1
Cuba,119,39,|,kazakhstan,33,23
Cuba,139,20,|,kazakhstan,35,2
Cuba,170,31,|,kazakhstan,44,9
Cuba,186,16,|,kazakhstan,49,5
Cuba,212,26,|,kazakhstan,53,4
Cuba,233,21,|,kazakhstan,60,7
Cuba,269,36,|,kazakhstan,62,2
Cuba,288,19,|,kazakhstan,72,10
Cuba,320,32,|,kazakhstan,81,9
Cuba,350,30,|,kazakhstan,111,30
Cuba,396,46,|,kazakhstan,150,39
Cuba,457,61,|,kazakhstan,228,78
Cuba,515,58,|,kazakhstan,284,56
Cuba,564,49,|,kazakhstan,302,18
Cuba,,,|,kazakhstan,343,41
Cuba,,,|,kazakhstan,380,37
Cuba,,,|,kazakhstan,435,55
Cuba,,,|,kazakhstan,464,29
Cuba,,,|,kazakhstan,531,67
Cuba,,,|,kazakhstan,584,53
Cuba,,,|,kazakhstan,662,78
Cuba,,,|,kazakhstan,697,35
Cuba,,,|,kazakhstan,727,30
Cuba,,,|,kazakhstan,781,54
Cuba,,,|,kazakhstan,812,31
Cuba,,,|,kazakhstan,865,53
