Country 1,Confirmed Cases:,Daily Delta:,|,Country 2,Confirmed Cases:,Daily Delta:
Germany,2078,,|,turkey,1,-52166
Germany,3675,1597,|,turkey,1,0
Germany,4585,910,|,turkey,5,4
Germany,5795,1210,|,turkey,5,0
Germany,7272,1477,|,turkey,6,1
Germany,9257,1985,|,turkey,18,12
Germany,12327,3070,|,turkey,47,29
Germany,15320,2993,|,turkey,98,51
Germany,19848,4528,|,turkey,192,94
Germany,22213,2365,|,turkey,359,167
Germany,24873,2660,|,turkey,670,311
Germany,29056,4183,|,turkey,1236,566
Germany,32986,3930,|,turkey,1529,293
Germany,37323,4337,|,turkey,1872,343
Germany,43938,6615,|,turkey,2433,561
Germany,50871,6933,|,turkey,3629,1196
Germany,57695,6824,|,turkey,5698,2069
Germany,62095,4400,|,turkey,7402,1704
Germany,66885,4790,|,turkey,9217,1815
Germany,71808,4923,|,turkey,10827,1610
Germany,77872,6064,|,turkey,13531,2704
Germany,84794,6922,|,turkey,15679,2148
Germany,91159,6365,|,turkey,18135,2456
Germany,96092,4933,|,turkey,20921,2786
Germany,100123,4031,|,turkey,23934,3013
Germany,103374,3251,|,turkey,27069,3135
Germany,107663,4289,|,turkey,30217,3148
Germany,113296,5633,|,turkey,34109,3892
Germany,118181,4885,|,turkey,38226,4117
Germany,122171,3990,|,turkey,42282,4056
Germany,,,|,turkey,47029,4747
Germany,,,|,turkey,52167,5138
