Country 1,Confirmed Cases:,Daily Delta:,|,Country 2,Confirmed Cases:,Daily Delta:
Costa Rica,134,,|,mauritius,3,-316
Costa Rica,158,24,|,mauritius,3,0
Costa Rica,177,19,|,mauritius,12,9
Costa Rica,201,24,|,mauritius,14,2
Costa Rica,231,30,|,mauritius,28,14
Costa Rica,263,32,|,mauritius,36,8
Costa Rica,295,32,|,mauritius,42,6
Costa Rica,314,19,|,mauritius,48,6
Costa Rica,330,16,|,mauritius,81,33
Costa Rica,347,17,|,mauritius,94,13
Costa Rica,375,28,|,mauritius,102,8
Costa Rica,396,21,|,mauritius,107,5
Costa Rica,416,20,|,mauritius,128,21
Costa Rica,435,19,|,mauritius,143,15
Costa Rica,454,19,|,mauritius,161,18
Costa Rica,467,13,|,mauritius,169,8
Costa Rica,483,16,|,mauritius,186,17
Costa Rica,502,19,|,mauritius,196,10
Costa Rica,539,37,|,mauritius,227,31
Costa Rica,558,19,|,mauritius,244,17
Costa Rica,,,|,mauritius,268,24
Costa Rica,,,|,mauritius,273,5
Costa Rica,,,|,mauritius,314,41
Costa Rica,,,|,mauritius,318,4
Costa Rica,,,|,mauritius,319,1
