Country 1,Confirmed Cases:,Daily Delta:,|,Country 2,Confirmed Cases:,Daily Delta:
Costa Rica,,,|,oman,2,-544
Costa Rica,,,|,oman,2,0
Costa Rica,,,|,oman,4,2
Costa Rica,,,|,oman,4,0
Costa Rica,,,|,oman,4,0
Costa Rica,1,,|,oman,6,2
Costa Rica,1,0,|,oman,6,0
Costa Rica,5,4,|,oman,6,0
Costa Rica,9,4,|,oman,12,6
Costa Rica,9,0,|,oman,15,3
Costa Rica,13,4,|,oman,16,1
Costa Rica,22,9,|,oman,16,0
Costa Rica,23,1,|,oman,16,0
Costa Rica,26,3,|,oman,16,0
Costa Rica,27,1,|,oman,16,0
Costa Rica,35,8,|,oman,18,2
Costa Rica,41,6,|,oman,18,0
Costa Rica,50,9,|,oman,18,0
Costa Rica,69,19,|,oman,19,1
Costa Rica,89,20,|,oman,19,0
Costa Rica,117,28,|,oman,22,3
Costa Rica,134,17,|,oman,22,0
Costa Rica,158,24,|,oman,24,2
Costa Rica,177,19,|,oman,39,15
Costa Rica,201,24,|,oman,48,9
Costa Rica,231,30,|,oman,48,0
Costa Rica,263,32,|,oman,52,4
Costa Rica,295,32,|,oman,55,3
Costa Rica,314,19,|,oman,66,11
Costa Rica,330,16,|,oman,84,18
Costa Rica,347,17,|,oman,99,15
Costa Rica,375,28,|,oman,109,10
Costa Rica,396,21,|,oman,131,22
Costa Rica,416,20,|,oman,152,21
Costa Rica,435,19,|,oman,167,15
Costa Rica,454,19,|,oman,179,12
Costa Rica,467,13,|,oman,192,13
Costa Rica,483,16,|,oman,210,18
Costa Rica,502,19,|,oman,231,21
Costa Rica,539,37,|,oman,252,21
Costa Rica,558,19,|,oman,277,25
Costa Rica,577,19,|,oman,298,21
Costa Rica,,,|,oman,331,33
Costa Rica,,,|,oman,371,40
Costa Rica,,,|,oman,419,48
Costa Rica,,,|,oman,457,38
Costa Rica,,,|,oman,484,27
Costa Rica,,,|,oman,546,62
