Country 1,Confirmed Cases:,Daily Delta:,|,Country 2,Confirmed Cases:,Daily Delta:
Kazakhstan,,,|,hungary,2,-1308
Kazakhstan,,,|,hungary,2,0
Kazakhstan,4,,|,hungary,2,0
Kazakhstan,6,2,|,hungary,4,2
Kazakhstan,9,3,|,hungary,7,3
Kazakhstan,10,1,|,hungary,9,2
Kazakhstan,33,23,|,hungary,9,0
Kazakhstan,35,2,|,hungary,13,4
Kazakhstan,44,9,|,hungary,13,0
Kazakhstan,49,5,|,hungary,19,6
Kazakhstan,53,4,|,hungary,30,11
Kazakhstan,60,7,|,hungary,32,2
Kazakhstan,62,2,|,hungary,39,7
Kazakhstan,72,10,|,hungary,50,11
Kazakhstan,81,9,|,hungary,58,8
Kazakhstan,111,30,|,hungary,73,15
Kazakhstan,150,39,|,hungary,85,12
Kazakhstan,228,78,|,hungary,103,18
Kazakhstan,284,56,|,hungary,131,28
Kazakhstan,302,18,|,hungary,167,36
Kazakhstan,343,41,|,hungary,187,20
Kazakhstan,380,37,|,hungary,226,39
Kazakhstan,435,55,|,hungary,261,35
Kazakhstan,464,29,|,hungary,300,39
Kazakhstan,531,67,|,hungary,343,43
Kazakhstan,584,53,|,hungary,408,65
Kazakhstan,662,78,|,hungary,447,39
Kazakhstan,697,35,|,hungary,492,45
Kazakhstan,727,30,|,hungary,525,33
Kazakhstan,781,54,|,hungary,585,60
Kazakhstan,812,31,|,hungary,623,38
Kazakhstan,865,53,|,hungary,678,55
Kazakhstan,,,|,hungary,733,55
Kazakhstan,,,|,hungary,744,11
Kazakhstan,,,|,hungary,817,73
Kazakhstan,,,|,hungary,895,78
Kazakhstan,,,|,hungary,980,85
Kazakhstan,,,|,hungary,1190,210
Kazakhstan,,,|,hungary,1310,120
