Country 1,Confirmed Cases:,Daily Delta:,|,Country 2,Confirmed Cases:,Daily Delta:
Greece,695,,|,indonesia,2,-3840
Greece,743,48,|,indonesia,2,0
Greece,821,78,|,indonesia,2,0
Greece,892,71,|,indonesia,2,0
Greece,966,74,|,indonesia,4,2
Greece,1061,95,|,indonesia,4,0
Greece,1156,95,|,indonesia,6,2
Greece,1212,56,|,indonesia,19,13
Greece,1314,102,|,indonesia,27,8
Greece,1415,101,|,indonesia,34,7
Greece,1544,129,|,indonesia,34,0
Greece,1613,69,|,indonesia,69,35
Greece,1673,60,|,indonesia,96,27
Greece,1735,62,|,indonesia,117,21
Greece,1755,20,|,indonesia,134,17
Greece,1832,77,|,indonesia,172,38
Greece,1884,52,|,indonesia,227,55
Greece,1955,71,|,indonesia,311,84
Greece,2011,56,|,indonesia,369,58
Greece,,,|,indonesia,450,81
Greece,,,|,indonesia,514,64
Greece,,,|,indonesia,579,65
Greece,,,|,indonesia,686,107
Greece,,,|,indonesia,790,104
Greece,,,|,indonesia,893,103
Greece,,,|,indonesia,1046,153
Greece,,,|,indonesia,1155,109
Greece,,,|,indonesia,1285,130
Greece,,,|,indonesia,1414,129
Greece,,,|,indonesia,1528,114
Greece,,,|,indonesia,1677,149
Greece,,,|,indonesia,1790,113
Greece,,,|,indonesia,1986,196
Greece,,,|,indonesia,2092,106
Greece,,,|,indonesia,2273,181
Greece,,,|,indonesia,2491,218
Greece,,,|,indonesia,2738,247
Greece,,,|,indonesia,2956,218
Greece,,,|,indonesia,3293,337
Greece,,,|,indonesia,3512,219
Greece,,,|,indonesia,3842,330
