Country 1,Confirmed Cases:,Daily Delta:,|,Country 2,Confirmed Cases:,Daily Delta:
Greece,,,|,russia,2,-13582
Greece,,,|,russia,2,0
Greece,,,|,russia,2,0
Greece,,,|,russia,2,0
Greece,,,|,russia,2,0
Greece,,,|,russia,2,0
Greece,,,|,russia,2,0
Greece,1,,|,russia,2,0
Greece,3,2,|,russia,2,0
Greece,4,1,|,russia,2,0
Greece,4,0,|,russia,2,0
Greece,7,3,|,russia,2,0
Greece,7,0,|,russia,2,0
Greece,7,0,|,russia,2,0
Greece,9,2,|,russia,2,0
Greece,31,22,|,russia,2,0
Greece,45,14,|,russia,2,0
Greece,46,1,|,russia,2,0
Greece,73,27,|,russia,2,0
Greece,73,0,|,russia,2,0
Greece,89,16,|,russia,2,0
Greece,99,10,|,russia,2,0
Greece,99,0,|,russia,2,0
Greece,190,91,|,russia,2,0
Greece,228,38,|,russia,2,0
Greece,331,103,|,russia,2,0
Greece,331,0,|,russia,2,0
Greece,387,56,|,russia,2,0
Greece,418,31,|,russia,2,0
Greece,418,0,|,russia,2,0
Greece,495,77,|,russia,2,0
Greece,530,35,|,russia,3,1
Greece,624,94,|,russia,3,0
Greece,695,71,|,russia,3,0
Greece,743,48,|,russia,4,1
Greece,821,78,|,russia,13,9
Greece,892,71,|,russia,13,0
Greece,966,74,|,russia,17,4
Greece,1061,95,|,russia,17,0
Greece,1156,95,|,russia,20,3
Greece,1212,56,|,russia,20,0
Greece,1314,102,|,russia,28,8
Greece,1415,101,|,russia,45,17
Greece,1544,129,|,russia,59,14
Greece,1613,69,|,russia,63,4
Greece,1673,60,|,russia,90,27
Greece,1735,62,|,russia,114,24
Greece,1755,20,|,russia,147,33
Greece,1832,77,|,russia,199,52
Greece,1884,52,|,russia,253,54
Greece,1955,71,|,russia,306,53
Greece,2011,56,|,russia,367,61
Greece,2081,70,|,russia,438,71
Greece,,,|,russia,495,57
Greece,,,|,russia,658,163
Greece,,,|,russia,840,182
Greece,,,|,russia,1036,196
Greece,,,|,russia,1264,228
Greece,,,|,russia,1534,270
Greece,,,|,russia,1836,302
Greece,,,|,russia,2337,501
Greece,,,|,russia,2777,440
Greece,,,|,russia,3548,771
Greece,,,|,russia,4149,601
Greece,,,|,russia,4731,582
Greece,,,|,russia,5389,658
Greece,,,|,russia,6343,954
Greece,,,|,russia,7497,1154
Greece,,,|,russia,8672,1175
Greece,,,|,russia,10131,1459
Greece,,,|,russia,11917,1786
Greece,,,|,russia,13584,1667
