Country 1,Confirmed Cases:,Daily Delta:,|,Country 2,Confirmed Cases:,Daily Delta:
Denmark,804,,|,chile,1,-6926
Denmark,836,32,|,chile,1,0
Denmark,875,39,|,chile,4,3
Denmark,933,58,|,chile,4,0
Denmark,1025,92,|,chile,4,0
Denmark,1116,91,|,chile,8,4
Denmark,1225,109,|,chile,8,0
Denmark,1337,112,|,chile,13,5
Denmark,1420,83,|,chile,23,10
Denmark,1514,94,|,chile,23,0
Denmark,1572,58,|,chile,43,20
Denmark,1718,146,|,chile,61,18
Denmark,1862,144,|,chile,74,13
Denmark,2023,161,|,chile,155,81
Denmark,2200,177,|,chile,201,46
Denmark,2366,166,|,chile,238,37
Denmark,2564,198,|,chile,238,0
Denmark,2755,191,|,chile,434,196
Denmark,3039,284,|,chile,537,103
Denmark,3290,251,|,chile,632,95
Denmark,3573,283,|,chile,746,114
Denmark,3946,373,|,chile,922,176
Denmark,4269,323,|,chile,1142,220
Denmark,4561,292,|,chile,1306,164
Denmark,4875,314,|,chile,1610,304
Denmark,5266,391,|,chile,1909,299
Denmark,5597,331,|,chile,2139,230
Denmark,5830,233,|,chile,2449,310
Denmark,6014,184,|,chile,2738,289
Denmark,,,|,chile,3031,293
Denmark,,,|,chile,3404,373
Denmark,,,|,chile,3737,333
Denmark,,,|,chile,4161,424
Denmark,,,|,chile,4471,310
Denmark,,,|,chile,4815,344
Denmark,,,|,chile,5116,301
Denmark,,,|,chile,5546,430
Denmark,,,|,chile,5972,426
Denmark,,,|,chile,6501,529
Denmark,,,|,chile,6927,426
