Country 1,Confirmed Cases:,Daily Delta:,|,Country 2,Confirmed Cases:,Daily Delta:
Egypt,67,,|,indonesia,2,-3840
Egypt,80,13,|,indonesia,2,0
Egypt,109,29,|,indonesia,2,0
Egypt,110,1,|,indonesia,2,0
Egypt,150,40,|,indonesia,4,2
Egypt,196,46,|,indonesia,4,0
Egypt,196,0,|,indonesia,6,2
Egypt,256,60,|,indonesia,19,13
Egypt,285,29,|,indonesia,27,8
Egypt,294,9,|,indonesia,34,7
Egypt,327,33,|,indonesia,34,0
Egypt,366,39,|,indonesia,69,35
Egypt,402,36,|,indonesia,96,27
Egypt,456,54,|,indonesia,117,21
Egypt,495,39,|,indonesia,134,17
Egypt,536,41,|,indonesia,172,38
Egypt,576,40,|,indonesia,227,55
Egypt,609,33,|,indonesia,311,84
Egypt,656,47,|,indonesia,369,58
Egypt,710,54,|,indonesia,450,81
Egypt,779,69,|,indonesia,514,64
Egypt,865,86,|,indonesia,579,65
Egypt,985,120,|,indonesia,686,107
Egypt,1070,85,|,indonesia,790,104
Egypt,1173,103,|,indonesia,893,103
Egypt,1322,149,|,indonesia,1046,153
Egypt,1450,128,|,indonesia,1155,109
Egypt,1560,110,|,indonesia,1285,130
Egypt,1699,139,|,indonesia,1414,129
Egypt,1794,95,|,indonesia,1528,114
Egypt,,,|,indonesia,1677,149
Egypt,,,|,indonesia,1790,113
Egypt,,,|,indonesia,1986,196
Egypt,,,|,indonesia,2092,106
Egypt,,,|,indonesia,2273,181
Egypt,,,|,indonesia,2491,218
Egypt,,,|,indonesia,2738,247
Egypt,,,|,indonesia,2956,218
Egypt,,,|,indonesia,3293,337
Egypt,,,|,indonesia,3512,219
Egypt,,,|,indonesia,3842,330
