Country 1,Confirmed Cases:,Daily Delta:,|,Country 2,Confirmed Cases:,Daily Delta:
Mexico,,,|,austria,2,-13804
Mexico,,,|,austria,2,0
Mexico,1,,|,austria,3,1
Mexico,4,3,|,austria,3,0
Mexico,5,1,|,austria,9,6
Mexico,5,0,|,austria,14,5
Mexico,5,0,|,austria,18,4
Mexico,5,0,|,austria,21,3
Mexico,5,0,|,austria,29,8
Mexico,6,1,|,austria,41,12
Mexico,6,0,|,austria,55,14
Mexico,7,1,|,austria,79,24
Mexico,7,0,|,austria,104,25
Mexico,7,0,|,austria,131,27
Mexico,8,1,|,austria,182,51
Mexico,12,4,|,austria,246,64
Mexico,12,0,|,austria,302,56
Mexico,26,14,|,austria,504,202
Mexico,41,15,|,austria,655,151
Mexico,53,12,|,austria,860,205
Mexico,82,29,|,austria,1018,158
Mexico,93,11,|,austria,1332,314
Mexico,118,25,|,austria,1646,314
Mexico,164,46,|,austria,2013,367
Mexico,203,39,|,austria,2388,375
Mexico,251,48,|,austria,2814,426
Mexico,316,65,|,austria,3582,768
Mexico,367,51,|,austria,4474,892
Mexico,405,38,|,austria,5283,809
Mexico,475,70,|,austria,5588,305
Mexico,585,110,|,austria,6909,1321
Mexico,717,132,|,austria,7657,748
Mexico,848,131,|,austria,8271,614
Mexico,993,145,|,austria,8788,517
Mexico,1094,101,|,austria,9618,830
Mexico,1215,121,|,austria,10180,562
Mexico,1378,163,|,austria,10711,531
Mexico,1510,132,|,austria,11129,418
Mexico,1688,178,|,austria,11524,395
Mexico,1890,202,|,austria,11781,257
Mexico,2143,253,|,austria,12051,270
Mexico,2439,296,|,austria,12297,246
Mexico,2785,346,|,austria,12639,342
Mexico,3181,396,|,austria,12942,303
Mexico,3441,260,|,austria,13244,302
Mexico,3844,403,|,austria,13555,311
Mexico,,,|,austria,13806,251
