Country 1,Confirmed Cases:,Daily Delta:,|,Country 2,Confirmed Cases:,Daily Delta:
Mexico,,,|,australia,4,-6299
Mexico,,,|,australia,5,1
Mexico,,,|,australia,5,0
Mexico,,,|,australia,6,1
Mexico,,,|,australia,9,3
Mexico,,,|,australia,9,0
Mexico,,,|,australia,12,3
Mexico,,,|,australia,12,0
Mexico,,,|,australia,12,0
Mexico,,,|,australia,13,1
Mexico,,,|,australia,13,0
Mexico,,,|,australia,14,1
Mexico,,,|,australia,15,1
Mexico,,,|,australia,15,0
Mexico,,,|,australia,15,0
Mexico,,,|,australia,15,0
Mexico,,,|,australia,15,0
Mexico,,,|,australia,15,0
Mexico,,,|,australia,15,0
Mexico,1,,|,australia,15,0
Mexico,4,3,|,australia,15,0
Mexico,5,1,|,australia,15,0
Mexico,5,0,|,australia,15,0
Mexico,5,0,|,australia,15,0
Mexico,5,0,|,australia,15,0
Mexico,5,0,|,australia,15,0
Mexico,6,1,|,australia,15,0
Mexico,6,0,|,australia,15,0
Mexico,7,1,|,australia,15,0
Mexico,7,0,|,australia,15,0
Mexico,7,0,|,australia,15,0
Mexico,8,1,|,australia,15,0
Mexico,12,4,|,australia,15,0
Mexico,12,0,|,australia,15,0
Mexico,26,14,|,australia,25,10
Mexico,41,15,|,australia,27,2
Mexico,53,12,|,australia,30,3
Mexico,82,29,|,australia,39,9
Mexico,93,11,|,australia,52,13
Mexico,118,25,|,australia,55,3
Mexico,164,46,|,australia,60,5
Mexico,203,39,|,australia,63,3
Mexico,251,48,|,australia,76,13
Mexico,316,65,|,australia,91,15
Mexico,367,51,|,australia,107,16
Mexico,405,38,|,australia,128,21
Mexico,475,70,|,australia,128,0
Mexico,585,110,|,australia,200,72
Mexico,717,132,|,australia,250,50
Mexico,848,131,|,australia,297,47
Mexico,993,145,|,australia,377,80
Mexico,1094,101,|,australia,452,75
Mexico,1215,121,|,australia,568,116
Mexico,1378,163,|,australia,681,113
Mexico,1510,132,|,australia,791,110
Mexico,1688,178,|,australia,1071,280
Mexico,1890,202,|,australia,1549,478
Mexico,2143,253,|,australia,1682,133
Mexico,2439,296,|,australia,2044,362
Mexico,2785,346,|,australia,2364,320
Mexico,3181,396,|,australia,2810,446
Mexico,3441,260,|,australia,3143,333
Mexico,3844,403,|,australia,3640,497
Mexico,,,|,australia,3984,344
Mexico,,,|,australia,4361,377
Mexico,,,|,australia,4559,198
Mexico,,,|,australia,4862,303
Mexico,,,|,australia,5116,254
Mexico,,,|,australia,5330,214
Mexico,,,|,australia,5550,220
Mexico,,,|,australia,5687,137
Mexico,,,|,australia,5797,110
Mexico,,,|,australia,5895,98
Mexico,,,|,australia,6010,115
Mexico,,,|,australia,6108,98
Mexico,,,|,australia,6215,107
Mexico,,,|,australia,6303,88
