Country 1,Confirmed Cases:,Daily Delta:,|,Country 2,Confirmed Cases:,Daily Delta:
Mexico,,,|,united-arab-emirates,4,-3732
Mexico,,,|,united-arab-emirates,4,0
Mexico,,,|,united-arab-emirates,4,0
Mexico,,,|,united-arab-emirates,4,0
Mexico,,,|,united-arab-emirates,5,1
Mexico,,,|,united-arab-emirates,5,0
Mexico,,,|,united-arab-emirates,5,0
Mexico,,,|,united-arab-emirates,5,0
Mexico,,,|,united-arab-emirates,5,0
Mexico,,,|,united-arab-emirates,5,0
Mexico,,,|,united-arab-emirates,7,2
Mexico,,,|,united-arab-emirates,7,0
Mexico,,,|,united-arab-emirates,8,1
Mexico,,,|,united-arab-emirates,8,0
Mexico,,,|,united-arab-emirates,8,0
Mexico,,,|,united-arab-emirates,8,0
Mexico,,,|,united-arab-emirates,8,0
Mexico,,,|,united-arab-emirates,8,0
Mexico,,,|,united-arab-emirates,9,1
Mexico,,,|,united-arab-emirates,9,0
Mexico,,,|,united-arab-emirates,9,0
Mexico,,,|,united-arab-emirates,9,0
Mexico,,,|,united-arab-emirates,9,0
Mexico,,,|,united-arab-emirates,9,0
Mexico,,,|,united-arab-emirates,13,4
Mexico,,,|,united-arab-emirates,13,0
Mexico,,,|,united-arab-emirates,13,0
Mexico,,,|,united-arab-emirates,13,0
Mexico,1,,|,united-arab-emirates,13,0
Mexico,4,3,|,united-arab-emirates,13,0
Mexico,5,1,|,united-arab-emirates,19,6
Mexico,5,0,|,united-arab-emirates,21,2
Mexico,5,0,|,united-arab-emirates,21,0
Mexico,5,0,|,united-arab-emirates,21,0
Mexico,5,0,|,united-arab-emirates,27,6
Mexico,6,1,|,united-arab-emirates,27,0
Mexico,6,0,|,united-arab-emirates,29,2
Mexico,7,1,|,united-arab-emirates,29,0
Mexico,7,0,|,united-arab-emirates,45,16
Mexico,7,0,|,united-arab-emirates,45,0
Mexico,8,1,|,united-arab-emirates,45,0
Mexico,12,4,|,united-arab-emirates,74,29
Mexico,12,0,|,united-arab-emirates,74,0
Mexico,26,14,|,united-arab-emirates,85,11
Mexico,41,15,|,united-arab-emirates,85,0
Mexico,53,12,|,united-arab-emirates,85,0
Mexico,82,29,|,united-arab-emirates,98,13
Mexico,93,11,|,united-arab-emirates,98,0
Mexico,118,25,|,united-arab-emirates,98,0
Mexico,164,46,|,united-arab-emirates,113,15
Mexico,203,39,|,united-arab-emirates,140,27
Mexico,251,48,|,united-arab-emirates,140,0
Mexico,316,65,|,united-arab-emirates,153,13
Mexico,367,51,|,united-arab-emirates,153,0
Mexico,405,38,|,united-arab-emirates,198,45
Mexico,475,70,|,united-arab-emirates,248,50
Mexico,585,110,|,united-arab-emirates,333,85
Mexico,717,132,|,united-arab-emirates,333,0
Mexico,848,131,|,united-arab-emirates,405,72
Mexico,993,145,|,united-arab-emirates,468,63
Mexico,1094,101,|,united-arab-emirates,570,102
Mexico,1215,121,|,united-arab-emirates,611,41
Mexico,1378,163,|,united-arab-emirates,664,53
Mexico,1510,132,|,united-arab-emirates,814,150
Mexico,1688,178,|,united-arab-emirates,1024,210
Mexico,1890,202,|,united-arab-emirates,1264,240
Mexico,2143,253,|,united-arab-emirates,1505,241
Mexico,2439,296,|,united-arab-emirates,1799,294
Mexico,2785,346,|,united-arab-emirates,2076,277
Mexico,3181,396,|,united-arab-emirates,2359,283
Mexico,3441,260,|,united-arab-emirates,2659,300
Mexico,3844,403,|,united-arab-emirates,2990,331
Mexico,,,|,united-arab-emirates,3360,370
Mexico,,,|,united-arab-emirates,3736,376
