Country 1,Confirmed Cases:,Daily Delta:,|,Country 2,Confirmed Cases:,Daily Delta:
Burundi,,,|,grenada,1,-13
Burundi,,,|,grenada,1,0
Burundi,,,|,grenada,1,0
Burundi,,,|,grenada,1,0
Burundi,,,|,grenada,7,6
Burundi,,,|,grenada,7,0
Burundi,,,|,grenada,7,0
Burundi,,,|,grenada,9,2
Burundi,2,,|,grenada,9,0
Burundi,2,0,|,grenada,9,0
Burundi,3,1,|,grenada,9,0
Burundi,3,0,|,grenada,10,1
Burundi,3,0,|,grenada,12,2
Burundi,3,0,|,grenada,12,0
Burundi,3,0,|,grenada,12,0
Burundi,3,0,|,grenada,12,0
Burundi,3,0,|,grenada,12,0
Burundi,3,0,|,grenada,12,0
Burundi,3,0,|,grenada,12,0
Burundi,5,2,|,grenada,14,2
Burundi,,,|,grenada,14,0
