Country 1,Confirmed Cases:,Daily Delta:,|,Country 2,Confirmed Cases:,Daily Delta:
Brazil,,,|,france,2,-130725
Brazil,,,|,france,3,1
Brazil,,,|,france,3,0
Brazil,,,|,france,3,0
Brazil,,,|,france,4,1
Brazil,,,|,france,5,1
Brazil,,,|,france,5,0
Brazil,,,|,france,5,0
Brazil,,,|,france,6,1
Brazil,,,|,france,6,0
Brazil,,,|,france,6,0
Brazil,,,|,france,6,0
Brazil,,,|,france,6,0
Brazil,1,,|,france,6,0
Brazil,1,0,|,france,6,0
Brazil,1,0,|,france,11,5
Brazil,2,1,|,france,11,0
Brazil,2,0,|,france,11,0
Brazil,2,0,|,france,11,0
Brazil,2,0,|,france,11,0
Brazil,4,2,|,france,11,0
Brazil,4,0,|,france,11,0
Brazil,13,9,|,france,12,1
Brazil,13,0,|,france,12,0
Brazil,20,7,|,france,12,0
Brazil,25,5,|,france,12,0
Brazil,31,6,|,france,12,0
Brazil,38,7,|,france,12,0
Brazil,52,14,|,france,12,0
Brazil,151,99,|,france,12,0
Brazil,151,0,|,france,12,0
Brazil,162,11,|,france,12,0
Brazil,200,38,|,france,14,2
Brazil,321,121,|,france,18,4
Brazil,372,51,|,france,38,20
Brazil,621,249,|,france,57,19
Brazil,793,172,|,france,100,43
Brazil,1021,228,|,france,130,30
Brazil,1546,525,|,france,191,61
Brazil,1924,378,|,france,204,13
Brazil,2247,323,|,france,288,84
Brazil,2554,307,|,france,380,92
Brazil,2985,431,|,france,656,276
Brazil,3417,432,|,france,959,303
Brazil,3904,487,|,france,1136,177
Brazil,4256,352,|,france,1219,83
Brazil,4579,323,|,france,1794,575
Brazil,5717,1138,|,france,2293,499
Brazil,6836,1119,|,france,2293,0
Brazil,8044,1208,|,france,3681,1388
Brazil,9056,1012,|,france,4496,815
Brazil,10360,1304,|,france,4532,36
Brazil,11130,770,|,france,6683,2151
Brazil,12161,1031,|,france,7715,1032
Brazil,14034,1873,|,france,9124,1409
Brazil,16170,2136,|,france,10970,1846
Brazil,18092,1922,|,france,12758,1788
Brazil,19638,1546,|,france,14463,1705
Brazil,20727,1089,|,france,16243,1780
Brazil,,,|,france,20123,3880
Brazil,,,|,france,22622,2499
Brazil,,,|,france,25600,2978
Brazil,,,|,france,29551,3951
Brazil,,,|,france,33402,3851
Brazil,,,|,france,38105,4703
Brazil,,,|,france,40708,2603
Brazil,,,|,france,45170,4462
Brazil,,,|,france,52827,7657
Brazil,,,|,france,57749,4922
Brazil,,,|,france,59929,2180
Brazil,,,|,france,65202,5273
Brazil,,,|,france,90848,25646
Brazil,,,|,france,93773,2925
Brazil,,,|,france,98963,5190
Brazil,,,|,france,110065,11102
Brazil,,,|,france,113959,3894
Brazil,,,|,france,118781,4822
Brazil,,,|,france,125931,7150
Brazil,,,|,france,130727,4796
