Country 1,Confirmed Cases:,Daily Delta:,|,Country 2,Confirmed Cases:,Daily Delta:
Brazil,,,|,germany,1,-124907
Brazil,,,|,germany,4,3
Brazil,,,|,germany,4,0
Brazil,,,|,germany,4,0
Brazil,,,|,germany,5,1
Brazil,1,,|,germany,8,3
Brazil,1,0,|,germany,10,2
Brazil,1,0,|,germany,12,2
Brazil,2,1,|,germany,12,0
Brazil,2,0,|,germany,12,0
Brazil,2,0,|,germany,12,0
Brazil,2,0,|,germany,13,1
Brazil,4,2,|,germany,13,0
Brazil,4,0,|,germany,14,1
Brazil,13,9,|,germany,14,0
Brazil,13,0,|,germany,16,2
Brazil,20,7,|,germany,16,0
Brazil,25,5,|,germany,16,0
Brazil,31,6,|,germany,16,0
Brazil,38,7,|,germany,16,0
Brazil,52,14,|,germany,16,0
Brazil,151,99,|,germany,16,0
Brazil,151,0,|,germany,16,0
Brazil,162,11,|,germany,16,0
Brazil,200,38,|,germany,16,0
Brazil,321,121,|,germany,16,0
Brazil,372,51,|,germany,16,0
Brazil,621,249,|,germany,16,0
Brazil,793,172,|,germany,16,0
Brazil,1021,228,|,germany,17,1
Brazil,1546,525,|,germany,27,10
Brazil,1924,378,|,germany,46,19
Brazil,2247,323,|,germany,48,2
Brazil,2554,307,|,germany,79,31
Brazil,2985,431,|,germany,130,51
Brazil,3417,432,|,germany,159,29
Brazil,3904,487,|,germany,196,37
Brazil,4256,352,|,germany,262,66
Brazil,4579,323,|,germany,482,220
Brazil,5717,1138,|,germany,670,188
Brazil,6836,1119,|,germany,799,129
Brazil,8044,1208,|,germany,1040,241
Brazil,9056,1012,|,germany,1176,136
Brazil,10360,1304,|,germany,1457,281
Brazil,11130,770,|,germany,1908,451
Brazil,12161,1031,|,germany,2078,170
Brazil,14034,1873,|,germany,3675,1597
Brazil,16170,2136,|,germany,4585,910
Brazil,18092,1922,|,germany,5795,1210
Brazil,19638,1546,|,germany,7272,1477
Brazil,20727,1089,|,germany,9257,1985
Brazil,,,|,germany,12327,3070
Brazil,,,|,germany,15320,2993
Brazil,,,|,germany,19848,4528
Brazil,,,|,germany,22213,2365
Brazil,,,|,germany,24873,2660
Brazil,,,|,germany,29056,4183
Brazil,,,|,germany,32986,3930
Brazil,,,|,germany,37323,4337
Brazil,,,|,germany,43938,6615
Brazil,,,|,germany,50871,6933
Brazil,,,|,germany,57695,6824
Brazil,,,|,germany,62095,4400
Brazil,,,|,germany,66885,4790
Brazil,,,|,germany,71808,4923
Brazil,,,|,germany,77872,6064
Brazil,,,|,germany,84794,6922
Brazil,,,|,germany,91159,6365
Brazil,,,|,germany,96092,4933
Brazil,,,|,germany,100123,4031
Brazil,,,|,germany,103374,3251
Brazil,,,|,germany,107663,4289
Brazil,,,|,germany,113296,5633
Brazil,,,|,germany,118181,4885
Brazil,,,|,germany,122171,3990
Brazil,,,|,germany,124908,2737
